,Id_Usuario,Sexo,Tipo_Poblacional,Discapacidad,Departamento,Municipio,Vereda,Predio,Cadena_Productiva,C1A1,C2A1,C3A1,C4A1,C5A1,C6A1,C7A1,C8A1,C9A1,C10A1,NA1,C1A2,C2A2,C3A2,C4A2,C5A2,C6A2,C7A2,NA2,C1A3,C2A3,C3A3,C4A3,C5A3,NA3,C1A4,C2A4,C3A4,C4A4,NA4,C1A5,C2A5,C3A5,C4A5,NA5,CLAS_GRAL,CADENA_PRODUCTIVA_ADR,ID_ADR,Tipo de proyecto
285,286,M,NINGUNA,NO,BOLIVAR,13838,MOROTI,MOROTI,MAIZ,4,3,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
287,288,M,NINGUNA,NO,BOLIVAR,13838,MOROTI,MOROTI,MAIZ,4,3,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
288,289,M,NINGUNA,NO,BOLIVAR,13838,CACHENCHE,CACHENCHE,MAIZ,3,3,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,2.0,1.0,1,2.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
290,291,M,NINGUNA,NO,BOLIVAR,13838,TORTUGA,LOS RECUERDOS DE ELLA,MAIZ,4,3,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
315,316,M,NINGUNA,NO,BOLIVAR,13600,MACEDONIA,VILLA JANINIS,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
318,319,M,NINGUNA,NO,BOLIVAR,13042,SAN LUIS - SANTO DOMINGO,VILLA AMILDE,MAIZ,3,2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,2.0,1.0,1.0,2.0,1,2.0,1.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2,1,MAIZ,12504.0,Asistencia Tecnica
320,321,M,NINGUNA,NO,BOLIVAR,13667,PAPAYAL,NUEVO MUNDO,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
321,322,M,NINGUNA,NO,BOLIVAR,13667,PAPAYAL,FINCA BODEGA,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,2.0,1.0,1.0,1,2,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
322,323,M,NINGUNA,NO,BOLIVAR,13042,QUEBRADA VIEJA - CARNIZALA,LOTE DE TERRENO,MAIZ,3,2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,2.0,2.0,2.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
332,333,M,NINGUNA,NO,BOLIVAR,13657,SAN JOSE DEL PEÑON,CAÑADA D L VACAS,MAIZ,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
348,349,M,NINGUNA,NO,BOLIVAR,13838,ANGELITA,VILLA ROSITA,MAIZ,3,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
350,351,M,NINGUNA,NO,BOLIVAR,13667,PAPAYAL,EL NIVIDIVI,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,1,1.0,1.0,1.0,1.0,1,2,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
351,352,M,NINGUNA,NO,BOLIVAR,13667,PAPAYAL,FINCA URANGO,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,1,1.0,1.0,1.0,1.0,1,2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
355,356,M,NINGUNA,NO,BOLIVAR,13030,ALTOS DEL ROSARIO,EL CHORRO,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
356,357,M,NINGUNA,NO,BOLIVAR,13657,SAN AGUSTIN,BAJO PESADO,MAIZ,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
360,361,M,NINGUNA,NO,BOLIVAR,13647,LAS PIEDRAS,LA CEIBA,MAIZ,4,4,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,3.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
366,367,M,NINGUNA,SI,BOLIVAR,13688,LA MENDOZA - SAN ISIDRO,POR SI SE PUEDE,MAIZ,3,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
370,371,M,NINGUNA,NO,BOLIVAR,13688,SAN ISIDRO - SAN ISIDRO,LA MENDOZA,MAIZ,3,3,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,1,2.0,2.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
373,374,M,NINGUNA,NO,BOLIVAR,13688,TORCOROMA  - SAN FRANCISCO,EL PARAMO,MAIZ,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
376,377,M,NINGUNA,NO,BOLIVAR,13688,SANTA HELENA - FATIMA,MERO LINDO,MAIZ,2,2,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1,1.0,2.0,2,1.0,2.0,1.0,2.0,1,2,1.0,1.0,1.0,2.0,1,3.0,2.0,3.0,1.0,2,1.0,1.0,2.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
380,381,M,NINGUNA,NO,BOLIVAR,13657,SAN AGUSTIN,PLAYA DEL RIO,MAIZ,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
386,387,M,NINGUNA,NO,BOLIVAR,13836,LA CAPITANA,LA CAPITANA,MAIZ,1,2,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
402,403,M,NINGUNA,NO,BOLIVAR,13042, CARNIZALA,CAÑO OSCURO,MAIZ,3,3,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1,2.0,1.0,1,1.0,1.0,1.0,1.0,1,2,2.0,2.0,1.0,1.0,1,2.0,2.0,1.0,1.0,1,1.0,1.0,2.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
404,405,M,NINGUNA,NO,BOLIVAR,13600,CASA DE DIOS,LA DELICIA,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
407,408,M,NINGUNA,NO,BOLIVAR,13042,SERNO -CARNIZALA,LA COCHERA,MAIZ,4,3,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,1.0,2.0,1,2,2.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
413,414,M,NINGUNA,NO,BOLIVAR,13042, SANTO DOMINGO,LOS NARANJOS,MAIZ,4,2,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1,4.0,3.0,3,2.0,1.0,1.0,2.0,2,2,2.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,3.0,3.0,3.0,2.0,2,1,MAIZ,12504.0,Asistencia Tecnica
422,423,M,NINGUNA,NO,BOLIVAR,13647,PALOTAL,COMADRON,MAIZ,4,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,3.0,1.0,1,1.0,2.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
423,424,M,NINGUNA,NO,BOLIVAR,13647,LAS MARIANAS,LAS MARIANAS,MAIZ,4,3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,3.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
424,425,M,NINGUNA,NO,BOLIVAR,13647,SILVERIO,GUAYABAL,MAIZ,3,3,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,3.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,1,2.0,1.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
430,431,M,NINGUNA,NO,BOLIVAR,13647,GUAYABAL,GUAYABAL,MAIZ,4,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,2.0,1.0,1,1.0,2.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
433,434,M,NINGUNA,NO,BOLIVAR,13647,JOBO,JOBO,MAIZ,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
435,436,M,NINGUNA,NO,BOLIVAR,13647,PATON,PATON,MAIZ,4,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,3.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
439,440,M,NINGUNA,NO,BOLIVAR,13647,JOBO,JOBO,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,2.0,2.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
440,441,M,NINGUNA,NO,BOLIVAR,13647,PELIGRO,PELIGRO,MAIZ,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
445,446,M,NINGUNA,NO,BOLIVAR,13647,LAS PIEDRAS,CANAL DEL DIQUE,MAIZ,4,4,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,4.0,1.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
448,449,M,NINGUNA,NO,BOLIVAR,13647,LAS PIEDRAS,CANAL DEL DIQUE,MAIZ,4,4,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,3.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
463,464,M,NINGUNA,NO,BOLIVAR,13248,Roble,Sin nombre,MAIZ,2,3,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,4.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
464,465,M,NINGUNA,NO,BOLIVAR,13248,La Enea,Sin nombre,MAIZ,2,3,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,2.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
479,480,M,NINGUNA,NO,BOLIVAR,13006,POZONA GALLEGO,NO HAY COMO DIOS,MAIZ,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
480,481,M,NINGUNA,SI,BOLIVAR,13836,BONANZA,URBIZA,MAIZ,2,2,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
484,485,M,NINGUNA,NO,BOLIVAR,13836,ALTAMIRA,LA VICTORIA,MAIZ,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
489,490,M,NINGUNA,NO,BOLIVAR,13600,MACEDONIA,LA FLORIDA,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
490,491,M,NINGUNA,NO,BOLIVAR,13836,SAN JOSE CHIQUITO,EL PLEITO,MAIZ,2,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
497,498,M,NINGUNA,NO,BOLIVAR,13838,MOROTI,MOROTI,MAIZ,4,3,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
503,504,M,NINGUNA,SI,BOLIVAR,13873,ARROYO VUELTAS,EL REPOSO,MAIZ,3,1,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1,3.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,2.0,2.0,1.0,1.0,1,1.0,2.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
504,505,M,NINGUNA,NO,BOLIVAR,13836,HONDURAS,FINCA LA LOMBANA,MAIZ,1,3,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
507,508,M,NINGUNA,NO,BOLIVAR,13838,EL MOLINO,EL MOLINO,MAIZ,4,3,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
510,511,M,NINGUNA,NO,BOLIVAR,13838,EL MOLINO,EL MOLINO,MAIZ,4,3,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
511,512,M,NINGUNA,SI,BOLIVAR,13647,GUAYABAL,GRANITO DE ORO,MAIZ,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,1,1.0,2.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
512,513,M,NINGUNA,SI,BOLIVAR,13836,SAN JOSE CHIQUITO,EL PLEITO,MAIZ,2,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
515,516,M,NINGUNA,SI,BOLIVAR,13836,SAN JOSE CHIQUITO,EL PLEITO,MAIZ,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,2,1.0,1.0,1.0,2.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
516,517,M,NINGUNA,NO,BOLIVAR,13838,EL 26,EL BAJO,MAIZ,3,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
528,529,M,AFROCOLOMBIANO AFRODESCENDIENTE,NO,BOLIVAR,13074,LA  ATAZCOSA,LA RIQUEZA,MAIZ,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
529,530,M,NINGUNA,NO,BOLIVAR,13030,LA PACHA,LAS YEGUAS,MAIZ,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
531,532,M,NINGUNA,NO,BOLIVAR,13030,LA PACHA,EL POZON,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
537,538,M,NINGUNA,NO,BOLIVAR,13188,SAN JAVIER,EL PARAVER,MAIZ,4,2,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1,1.0,1.0,1,1.0,1.0,2.0,2.0,1,1,4.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2,1,MAIZ,12504.0,Asistencia Tecnica
544,545,M,NINGUNA,NO,BOLIVAR,13188,SAN JAVIER,LA UNION,MAIZ,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
548,549,M,NINGUNA,NO,BOLIVAR,13442,SENA,PASO EL TIEMPO,MAIZ,4,4,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1,2.0,1.0,3,1.0,1.0,1.0,1.0,1,3,3.0,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
555,556,M,NINGUNA,NO,BOLIVAR,13600,MACEDONIA,SAN PEDRO,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
559,560,M,NINGUNA,NO,BOLIVAR,13600,MACEDONIA,FUTURO,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
560,561,M,NINGUNA,NO,BOLIVAR,13600,MACEDONIA,SAN PEDRO,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
561,562,M,NINGUNA,NO,BOLIVAR,13600,MACEDONIA,VILLA MARIA,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
562,563,M,NINGUNA,NO,BOLIVAR,13042,SAN LUIS - SANTO DOMINGO,LA POLONIA,MAIZ,4,3,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1,2.0,2.0,2,2.0,2.0,1.0,2.0,1,2,2.0,1.0,1.0,2.0,1,2.0,1.0,1.0,2.0,1,2.0,2.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
565,566,M,NINGUNA,NO,BOLIVAR,13580,SANTA TERESA,LOS DESEOS,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
566,567,M,NINGUNA,NO,BOLIVAR,13600,SAN LUIS,EL RODEO,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
567,568,M,NINGUNA,NO,BOLIVAR,13600,MACEDONIA,LA NORIA,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
569,570,M,NINGUNA,NO,BOLIVAR,13600,MACEDONIA,LA UNION,MAIZ,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,2.0,1,1,MAIZ,12504.0,Asistencia Tecnica
571,572,M,NINGUNA,NO,BOLIVAR,13042,LA DORADA - SANTO DOMINGO,LOTE DE TERRENO,MAIZ,3,2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1,2.0,2.0,2,1.0,2.0,1.0,2.0,1,2,2.0,1.0,1.0,2.0,1,2.0,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
609,610,M,NINGUNA,NO,BOLIVAR,13836,CABECERA MUNICIPAL - CABECERA MUNICIPAL,S/N,MAIZ,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,2.0,3,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,MAIZ,12504.0,Asistencia Tecnica
