Id_Usuario;Sexo;Tipo_Poblacional;Discapacidad;Departamento;Municipio;Vereda;Predio;Cadena_Productiva;C1A1;C2A1;C3A1;C4A1;C5A1;C6A1;C7A1;C8A1;C9A1;C10A1;NA1;C1A2;C2A2;C3A2;C4A2;C5A2;C6A2;C7A2;NA2;C1A3;C2A3;C3A3;C4A3;C5A3;NA3;C1A4;C2A4;C3A4;C4A4;NA4;C1A5;C2A5;C3A5;C4A5;NA5;CLAS_GRAL;CADENA_PRODUCTIVA_ADR;ID_ADR;Tipo de proyecto
424;M;NINGUNA;NO;BOLIVAR;13647;LAS MARIANAS;LAS MARIANAS;MAIZ;4;3;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
425;M;NINGUNA;NO;BOLIVAR;13647;SILVERIO;GUAYABAL;MAIZ;3;3;2;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
431;M;NINGUNA;NO;BOLIVAR;13647;GUAYABAL;GUAYABAL;MAIZ;4;1;1;1;1;2;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
434;M;NINGUNA;NO;BOLIVAR;13647;JOBO;JOBO;MAIZ;4;2;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
436;M;NINGUNA;NO;BOLIVAR;13647;PATON;PATON;MAIZ;4;2;1;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
440;M;NINGUNA;NO;BOLIVAR;13647;JOBO;JOBO;MAIZ;4;4;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;MAIZ;012504;Asistencia Tecnica
441;M;NINGUNA;NO;BOLIVAR;13647;PELIGRO;PELIGRO;MAIZ;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
446;M;NINGUNA;NO;BOLIVAR;13647;LAS PIEDRAS;CANAL DEL DIQUE;MAIZ;4;4;2;1;2;2;1;1;1;1;1;4;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
449;M;NINGUNA;NO;BOLIVAR;13647;LAS PIEDRAS;CANAL DEL DIQUE;MAIZ;4;4;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
464;M;NINGUNA;NO;BOLIVAR;13248;Roble;Sin nombre;MAIZ;2;3;1;2;2;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
465;M;NINGUNA;NO;BOLIVAR;13248;La Enea;Sin nombre;MAIZ;2;3;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
480;M;NINGUNA;NO;BOLIVAR;13006;POZONA GALLEGO;NO HAY COMO DIOS;MAIZ;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
481;M;NINGUNA;SI;BOLIVAR;13836;BONANZA;URBIZA;MAIZ;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
485;M;NINGUNA;NO;BOLIVAR;13836;ALTAMIRA;LA VICTORIA;MAIZ;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
490;M;NINGUNA;NO;BOLIVAR;13600;MACEDONIA;LA FLORIDA;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;MAIZ;012504;Asistencia Tecnica
491;M;NINGUNA;NO;BOLIVAR;13836;SAN JOSE CHIQUITO;EL PLEITO;MAIZ;2;2;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
498;M;NINGUNA;NO;BOLIVAR;13838;MOROTI;MOROTI;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
504;M;NINGUNA;SI;BOLIVAR;13873;ARROYO VUELTAS;EL REPOSO;MAIZ;3;1;3;1;1;3;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;2;1;1;1;1;MAIZ;012504;Asistencia Tecnica
505;M;NINGUNA;NO;BOLIVAR;13836;HONDURAS;FINCA LA LOMBANA;MAIZ;1;3;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
508;M;NINGUNA;NO;BOLIVAR;13838;EL MOLINO;EL MOLINO;MAIZ;4;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
511;M;NINGUNA;NO;BOLIVAR;13838;EL MOLINO;EL MOLINO;MAIZ;4;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
512;M;NINGUNA;SI;BOLIVAR;13647;GUAYABAL;GRANITO DE ORO;MAIZ;4;2;1;1;1;1;1;1;1;1;1;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
513;M;NINGUNA;SI;BOLIVAR;13836;SAN JOSE CHIQUITO;EL PLEITO;MAIZ;2;2;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
516;M;NINGUNA;SI;BOLIVAR;13836;SAN JOSE CHIQUITO;EL PLEITO;MAIZ;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
517;M;NINGUNA;NO;BOLIVAR;13838;EL 26;EL BAJO;MAIZ;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
529;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;BOLIVAR;13074;LA  ATAZCOSA;LA RIQUEZA;MAIZ;4;2;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
530;M;NINGUNA;NO;BOLIVAR;13030;LA PACHA;LAS YEGUAS;MAIZ;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
532;M;NINGUNA;NO;BOLIVAR;13030;LA PACHA;EL POZON;MAIZ;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
538;M;NINGUNA;NO;BOLIVAR;13188;SAN JAVIER;EL PARAVER;MAIZ;4;2;1;2;1;1;1;2;2;3;1;1;1;1;1;1;2;2;1;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;MAIZ;012504;Asistencia Tecnica
545;M;NINGUNA;NO;BOLIVAR;13188;SAN JAVIER;LA UNION;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
549;M;NINGUNA;NO;BOLIVAR;13442;SENA;PASO EL TIEMPO;MAIZ;4;4;3;3;1;1;2;1;1;1;1;2;1;3;1;1;1;1;1;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
556;M;NINGUNA;NO;BOLIVAR;13600;MACEDONIA;SAN PEDRO;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;MAIZ;012504;Asistencia Tecnica
560;M;NINGUNA;NO;BOLIVAR;13600;MACEDONIA;FUTURO;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;MAIZ;012504;Asistencia Tecnica
561;M;NINGUNA;NO;BOLIVAR;13600;MACEDONIA;SAN PEDRO;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;MAIZ;012504;Asistencia Tecnica
562;M;NINGUNA;NO;BOLIVAR;13600;MACEDONIA;VILLA MARIA;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;MAIZ;012504;Asistencia Tecnica
563;M;NINGUNA;NO;BOLIVAR;13042;SAN LUIS - SANTO DOMINGO;LA POLONIA;MAIZ;4;3;2;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1;2;2;1;1;2;1;2;1;1;2;1;2;2;1;2;1;1;MAIZ;012504;Asistencia Tecnica
566;M;NINGUNA;NO;BOLIVAR;13580;SANTA TERESA;LOS DESEOS;MAIZ;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
567;M;NINGUNA;NO;BOLIVAR;13600;SAN LUIS;EL RODEO;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;MAIZ;012504;Asistencia Tecnica
568;M;NINGUNA;NO;BOLIVAR;13600;MACEDONIA;LA NORIA;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;MAIZ;012504;Asistencia Tecnica
570;M;NINGUNA;NO;BOLIVAR;13600;MACEDONIA;LA UNION;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;MAIZ;012504;Asistencia Tecnica
572;M;NINGUNA;NO;BOLIVAR;13042;LA DORADA - SANTO DOMINGO;LOTE DE TERRENO;MAIZ;3;2;2;2;2;2;1;2;2;1;1;2;2;2;1;2;1;2;1;2;2;1;1;2;1;2;1;1;1;1;2;2;2;1;1;1;MAIZ;012504;Asistencia Tecnica
610;M;NINGUNA;NO;BOLIVAR;13836;CABECERA MUNICIPAL - CABECERA MUNICIPAL;S/N;MAIZ;2;1;1;1;1;2;1;1;1;1;1;1;2;3;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
617;M;NINGUNA;NO;BOLIVAR;13654;BAJO DE OSO;VILLA ALEGRIA ;MAIZ;2;3;2;2;2;1;1;1;1;2;1;2;2;2;2;3;1;1;1;2;2;2;1;2;1;1;1;2;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
627;M;NINGUNA;SI;BOLIVAR;13873;ALGARROBO;PESCADERO;MAIZ;3;1;3;1;1;3;1;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;2;1;1;1;1;MAIZ;012504;Asistencia Tecnica
628;M;AFROCOLOMBIANO AFRODESCENDIENTE;SI;BOLIVAR;13873;ALGARROBO;LOTE DE TERRENO;MAIZ;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
629;M;NINGUNA;NO;BOLIVAR;13873;ALGARROBO;PESCADERO;MAIZ;4;4;3;2;1;1;1;1;1;1;1;4;4;4;1;4;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
632;M;NINGUNA;NO;BOLIVAR;13873;ALGARROBO;LOS COROZOS;MAIZ;3;1;3;1;1;3;1;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;2;1;1;1;1;MAIZ;012504;Asistencia Tecnica
633;M;NINGUNA;NO;BOLIVAR;13873;LA TORRE;LA TORRE;MAIZ;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
635;M;NINGUNA;NO;BOLIVAR;13873;SIPACOA;SITIO NUEVO;MAIZ;4;4;3;2;1;1;1;1;1;1;1;4;4;4;1;4;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
636;M;NINGUNA;NO;BOLIVAR;13873;VILLANUEVA;LA VERBENA;MAIZ;3;1;3;1;1;3;1;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
641;M;NINGUNA;SI;BOLIVAR;13873;SABANAS;SABANA DE TABACAL;MAIZ;3;2;2;1;1;2;1;1;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
644;M;NINGUNA;NO;BOLIVAR;13836;SAN JOSE CHIQUITO;EL PLEITO;MAIZ;2;2;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
645;M;NINGUNA;NO;BOLIVAR;13873;ARROYO VUELTAS;EL REPOSO;MAIZ;3;1;3;1;1;3;1;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
647;M;NINGUNA;SI;BOLIVAR;13873;ALGARROBO;PESCADERO;MAIZ;3;1;3;1;1;3;1;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;2;1;1;1;1;MAIZ;012504;Asistencia Tecnica
664;M;NINGUNA;NO;BOLIVAR;13188; ;EL PORVENIR;MAIZ;4;2;1;2;1;1;1;2;2;3;1;1;1;1;1;1;2;2;1;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;MAIZ;012504;Asistencia Tecnica
665;M;NINGUNA;NO;BOLIVAR;13188;SAN JAVIER;EL PRINCIPIO;MAIZ;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
666;M;NINGUNA;NO;BOLIVAR;13188;SAN JAVIER;EL CARMEN;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
682;M;NINGUNA;NO;BOLIVAR;13468;TIERRA FIRME;LOS TURIZOS;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
683;M;NINGUNA;NO;BOLIVAR;13188;CABECERA;PLAYA BLANCA;MAIZ;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
689;M;NINGUNA;NO;BOLIVAR;13188;SAN JAVIER;LA UNION;MAIZ;4;2;1;2;1;1;1;2;2;3;1;1;1;1;1;1;2;2;1;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;MAIZ;012504;Asistencia Tecnica
695;M;NINGUNA;NO;BOLIVAR;13836;HONDURAS;OSPINA PEREZ;MAIZ;1;3;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
696;M;NINGUNA;NO;BOLIVAR;13836;HONDURAS;FINCA LA LOMBANA;MAIZ;1;3;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
698;M;NINGUNA;NO;BOLIVAR;13836;LA CAPITANA;LA CAPITANA;MAIZ;2;3;1;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;2;1;2;1;1;1;2;1;1;1;1;MAIZ;012504;Asistencia Tecnica
705;M;NINGUNA;NO;BOLIVAR;13836;LAS PAREDES;LAS PAREDES;MAIZ;2;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
707;M;NINGUNA;NO;BOLIVAR;13836;LAS PAREDES;REGALADO;MAIZ;2;3;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
708;M;NINGUNA;NO;BOLIVAR;13836;BONANZA;REBELDE;MAIZ;2;2;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
709;M;NINGUNA;NO;BOLIVAR;13836;CAÑAVERAL;PEREQUE;MAIZ;2;2;1;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
710;M;NINGUNA;NO;BOLIVAR;13836;BONANZA;URBISA;MAIZ;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
711;M;NINGUNA;NO;BOLIVAR;13836;HONDURAS;FINCA LA LOMBANA;MAIZ;1;3;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
720;M;NINGUNA;NO;BOLIVAR;13667;PAPAYAL;LA ISLA;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
727;M;NINGUNA;NO;BOLIVAR;13836;LA CAPITANA;LA CAPITANA;MAIZ;2;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
728;M;NINGUNA;NO;BOLIVAR;13836;CHIQUITO;PLEITO;MAIZ;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
731;M;NINGUNA;NO;BOLIVAR;13836;LAS PAREDES;LAS PAREDES;MAIZ;2;3;1;2;2;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;2;2;2;4;2;1;MAIZ;012504;Asistencia Tecnica
740;M;NINGUNA;NO;BOLIVAR;13667;PAPAYAL;EL PARAISO;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
750;M;NINGUNA;NO;BOLIVAR;13580;SAN ANTONIO;RESIGNACION;MAIZ;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
752;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;BOLIVAR;13074;GARZO;LA LUCHA;MAIZ;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
755;M;INDÍGENA;NO;BOLIVAR;13667;PAPAYAL;COMBENCION;MAIZ;4;4;1;1;1;1;1;2;1;1;1;2;2;2;1;2;1;2;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
758;M;NINGUNA;NO;BOLIVAR;13600;MACEDONIA;VILLA LILIANA;MAIZ;4;4;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;MAIZ;012504;Asistencia Tecnica
767;M;NINGUNA;NO;BOLIVAR;13442;RECREO;LA CONQUISTA;MAIZ;4;4;2;3;1;1;1;1;1;1;1;4;1;2;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
773;M;NINGUNA;NO;BOLIVAR;13248;La Enea;Sin nombre;MAIZ;2;3;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
775;M;NINGUNA;NO;BOLIVAR;13042;ZABALETA - SANTO DOMINGO;LOS MANGOS;MAIZ;3;2;2;2;2;2;1;2;2;2;1;2;2;2;1;2;1;2;1;2;2;1;1;2;1;2;1;1;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
783;M;NINGUNA;NO;BOLIVAR;13836;BONANZA;LA BRISA;MAIZ;2;2;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;MAIZ;012504;Asistencia Tecnica
787;M;NINGUNA;NO;BOLIVAR;13212;TACAMOCHITO;LA CANDELARIA;MAIZ;2;3;1;2;1;2;1;1;1;1;1;1;1;1;2;4;1;1;1;1;1;2;1;1;1;2;2;1;1;1;1;1;4;1;1;1;MAIZ;012504;Asistencia Tecnica
788;M;NINGUNA;SI;BOLIVAR;13836;POLVO AZUL;POLVO AZUL;MAIZ;2;2;2;2;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;3;1;1;MAIZ;012504;Asistencia Tecnica
797;M;NINGUNA;NO;BOLIVAR;13042;SERENO - CARNIZALA;LOTE DE TERRENO;MAIZ;3;2;2;2;2;2;1;2;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
801;M;NINGUNA;NO;BOLIVAR;13188; ;EL PARAVER;MAIZ;4;2;1;2;1;1;1;2;2;3;1;1;1;1;1;1;2;2;1;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;MAIZ;012504;Asistencia Tecnica
802;M;NINGUNA;NO;BOLIVAR;13188;SAN JAVIER;MONTE VIRGEN;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
808;M;NINGUNA;NO;BOLIVAR;13688;CANELOS - CANELOS;LOS NARANJOS;MAIZ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
812;M;NINGUNA;NO;BOLIVAR;13580;SANTA TERESA;LA ESPERANZA;MAIZ;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
832;M;NINGUNA;NO;BOLIVAR;13780;PATICO;VILLA MARIA;MAIZ;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
843;M;NINGUNA;NO;BOLIVAR;13780;PATICO;LA ESPERANZA;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
848;M;NINGUNA;NO;BOLIVAR;13188;CABECERA;PLAYA BLANCA;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
849;M;NINGUNA;NO;BOLIVAR;13188;SAN JAVIER;MONTE VIRGEN;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
851;M;NINGUNA;NO;BOLIVAR;13188;SAN JAVIER;PAN DE AZUCAR;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
852;M;NINGUNA;NO;BOLIVAR;13780;EL PORVENIR;EL VA;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
853;M;NINGUNA;NO;BOLIVAR;13188;SAN JAVIER;MONTE VIRGEN;MAIZ;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
854;M;NINGUNA;NO;BOLIVAR;13780;EL VESUBIO;ORIENTE;MAIZ;4;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;MAIZ;012504;Asistencia Tecnica
